run_label,dataset_id,task_id,seed,budget,coverage_target,frontier_set_size_llm_prompt_policy_frontier,frontier_set_size_reference,point_risk_llm_prompt_policy_frontier,point_risk_reference,task,risk_gap_llm_minus_reference,set_size_gap_llm_minus_reference
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,5,120,0.9,1.7478991596638656,1.3407563025210083,0.4760504201680672,0.2743697478991597,ACS,0.2016806722689075,0.40714285714285725
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,5,240,0.8,1.5008849557522124,1.072566371681416,0.3876106194690265,0.2486725663716814,ACS,0.13893805309734508,0.42831858407079637
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,5,240,0.9,1.6256637168141592,1.3075221238938053,0.3261061946902654,0.2548672566371681,ACS,0.07123893805309733,0.31814159292035393
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,5,480,0.8,1.5,1.0113861386138614,0.3871287128712871,0.2371287128712871,ACS,0.15,0.4886138613861386
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,5,480,0.9,1.5252475247524753,1.2698019801980198,0.3247524752475247,0.2465346534653465,ACS,0.0782178217821782,0.25544554455445545
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,5,960,0.8,1.4863636363636363,1.0363636363636364,0.3954545454545455,0.2168831168831169,ACS,0.1785714285714286,0.44999999999999996
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,5,960,0.9,1.5922077922077922,1.2889610389610389,0.3954545454545455,0.2311688311688311,ACS,0.1642857142857144,0.3032467532467533
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,6,60,0.8,1.5,1.0401639344262297,0.385655737704918,0.2495901639344262,ACS,0.1360655737704918,0.4598360655737703
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,6,60,0.9,1.619672131147541,1.343032786885246,0.3274590163934426,0.2614754098360655,ACS,0.06598360655737712,0.276639344262295
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,6,120,0.8,1.499579831932773,1.088655462184874,0.384453781512605,0.2701680672268908,ACS,0.11428571428571421,0.41092436974789903
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,6,120,0.9,1.750420168067227,1.3798319327731092,0.4810924369747898,0.269327731092437,ACS,0.2117647058823528,0.37058823529411766
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,6,240,0.8,1.5044247787610618,1.0482300884955753,0.3871681415929203,0.2438053097345133,ACS,0.14336283185840698,0.45619469026548654
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,6,240,0.9,1.6212389380530974,1.354424778761062,0.3314159292035398,0.2438053097345133,ACS,0.08761061946902649,0.26681415929203545
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,6,480,0.8,1.5,1.067821782178218,0.3836633663366336,0.2381188118811881,ACS,0.1455445544554455,0.4321782178217819
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,6,480,0.9,1.5198019801980198,1.3277227722772278,0.3292079207920791,0.2301980198019801,ACS,0.09900990099009901,0.19207920792079203
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,6,960,0.8,1.490909090909091,1.0454545454545454,0.3805194805194805,0.2259740259740259,ACS,0.15454545454545457,0.44545454545454555
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,6,960,0.9,1.5876623376623376,1.2987012987012987,0.3805194805194805,0.2233766233766233,ACS,0.15714285714285717,0.28896103896103886
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,7,60,0.8,1.4987704918032787,1.0959016393442622,0.3840163934426229,0.2700819672131147,ACS,0.11393442622950817,0.4028688524590165
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,7,60,0.9,1.9754098360655736,1.3270491803278688,0.3840163934426229,0.2467213114754098,ACS,0.1372950819672131,0.6483606557377048
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,7,240,0.8,1.4960176991150442,1.0353982300884956,0.3871681415929203,0.2309734513274336,ACS,0.15619469026548669,0.4606194690265486
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,7,240,0.9,1.520353982300885,1.3048672566371682,0.3243362831858407,0.238495575221239,ACS,0.08584070796460169,0.21548672566371674
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,7,480,0.8,1.4935643564356436,1.0282178217821782,0.3886138613861386,0.244059405940594,ACS,0.14455445544554463,0.4653465346534653
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,7,480,0.9,1.5896039603960397,1.3376237623762377,0.3886138613861386,0.247029702970297,ACS,0.14158415841584163,0.251980198019802
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,7,960,0.8,1.5006493506493506,1.0045454545454546,0.3928571428571429,0.2305194805194805,ACS,0.1623376623376624,0.49610389610389594
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,7,960,0.9,1.5246753246753246,1.2292207792207792,0.3266233766233766,0.2305194805194805,ACS,0.09610389610389608,0.2954545454545454
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,8,60,0.8,1.602459016393443,1.0721311475409836,0.3848360655737705,0.2540983606557376,ACS,0.13073770491803288,0.5303278688524593
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,8,60,0.9,1.975,1.4540983606557376,0.3848360655737705,0.2540983606557376,ACS,0.13073770491803288,0.5209016393442625
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,8,120,0.8,1.526890756302521,1.207563025210084,0.3247899159663865,0.2596638655462184,ACS,0.06512605042016811,0.31932773109243695
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,8,120,0.9,1.7508403361344538,1.376470588235294,0.4819327731092436,0.2596638655462184,ACS,0.2222689075630252,0.3743697478991599
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,8,240,0.8,1.5044247787610618,1.08141592920354,0.3845132743362832,0.2597345132743363,ACS,0.12477876106194691,0.42300884955752194
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,8,240,0.9,1.5261061946902654,1.2566371681415929,0.3269911504424778,0.238495575221239,ACS,0.0884955752212388,0.26946902654867255
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,8,480,0.8,1.500990099009901,1.007920792079208,0.3891089108910891,0.2163366336633663,ACS,0.17277227722772281,0.49306930693069306
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,8,480,0.9,1.5252475247524753,1.3896039603960395,0.3326732673267326,0.2351485148514851,ACS,0.09752475247524747,0.13564356435643576
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,8,960,0.8,1.498051948051948,1.0571428571428572,0.3889610389610389,0.2162337662337662,ACS,0.1727272727272727,0.4409090909090909
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,8,960,0.9,1.5253246753246754,1.3045454545454545,0.3194805194805195,0.2259740259740259,ACS,0.09350649350649357,0.22077922077922096
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,9,60,0.8,1.4991803278688525,1.4114754098360656,0.3840163934426229,0.3647540983606557,ACS,0.019262295081967196,0.0877049180327869
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,9,60,0.9,1.9754098360655736,1.5934426229508196,0.3237704918032786,0.4606557377049181,ACS,-0.13688524590163947,0.381967213114754
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,9,120,0.8,1.4983193277310924,1.1411764705882352,0.3840336134453781,0.2697478991596639,ACS,0.11428571428571421,0.3571428571428572
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,9,120,0.9,1.5214285714285714,1.3218487394957985,0.3256302521008403,0.2436974789915966,ACS,0.08193277310924368,0.19957983193277284
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,9,240,0.8,1.4942477876106195,1.0044247787610618,0.381858407079646,0.2269911504424778,ACS,0.15486725663716822,0.48982300884955765
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,9,240,0.9,1.5924778761061946,1.245132743362832,0.3831858407079646,0.2269911504424778,ACS,0.15619469026548677,0.34734513274336254
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,9,480,0.8,1.497029702970297,1.1445544554455445,0.3861386138613861,0.2227722772277227,ACS,0.1633663366336634,0.35247524752475257
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,9,480,0.9,1.5925742574257429,1.3584158415841583,0.3861386138613861,0.2321782178217821,ACS,0.15396039603960399,0.2341584158415846
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,9,960,0.8,1.488961038961039,1.0006493506493506,0.3863636363636363,0.2142857142857143,ACS,0.172077922077922,0.4883116883116885
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,9,960,0.9,1.748051948051948,1.2753246753246754,0.4824675324675325,0.2409090909090909,ACS,0.24155844155844158,0.47272727272727266
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,10,60,0.8,1.5237704918032786,1.1934426229508197,0.3258196721311475,0.2885245901639344,ACS,0.037295081967213095,0.3303278688524589
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,10,60,0.9,1.910655737704918,1.669262295081967,0.4770491803278688,0.3438524590163935,ACS,0.1331967213114753,0.24139344262295093
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,10,120,0.8,1.501260504201681,1.1033613445378152,0.3857142857142857,0.2533613445378151,ACS,0.13235294117647056,0.3978991596638657
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,10,120,0.9,1.5222689075630251,1.461344537815126,0.3252100840336134,0.2689075630252101,ACS,0.05630252100840333,0.060924369747899165
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,10,240,0.8,1.5008849557522124,1.0146017699115044,0.3836283185840707,0.2349557522123894,ACS,0.1486725663716813,0.48628318584070795
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,10,240,0.9,1.7707964601769912,1.2619469026548673,0.4725663716814159,0.2331858407079645,ACS,0.2393805309734514,0.5088495575221239
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,10,480,0.8,1.5004950495049505,1.0163366336633664,0.3896039603960396,0.2316831683168316,ACS,0.157920792079208,0.48415841584158414
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,10,480,0.9,1.5252475247524753,1.252970297029703,0.3212871287128712,0.2356435643564356,ACS,0.08564356435643558,0.2722772277227723
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,10,960,0.8,1.4993506493506494,1.0058441558441558,0.3941558441558441,0.2246753246753247,ACS,0.1694805194805194,0.49350649350649367
minimax_acs_schema_budgetgrid,real_acs_income_folktables,acs_income_above_50k,10,960,0.9,1.5974025974025974,1.2623376623376623,0.3941558441558441,0.2305194805194805,ACS,0.16363636363636358,0.33506493506493507
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,1,30,0.8,0.9925373134328358,1.2466666666666666,0.1716417910447761,0.2333333333333332,Adult,-0.06169154228855711,-0.2541293532338308
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,1,40,0.8,1.2580645161290325,1.25,0.1693548387096773,0.1999999999999999,Adult,-0.030645161290322603,0.008064516129032473
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,1,40,0.9,1.4193548387096775,1.3571428571428572,0.1935483870967742,0.2357142857142857,Adult,-0.04216589861751152,0.062211981566820285
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,1,60,0.8,1.2692307692307692,0.9666666666666668,0.1634615384615384,0.1999999999999999,Adult,-0.03653846153846149,0.3025641025641024
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,1,60,0.9,1.2692307692307692,1.2583333333333333,0.1634615384615384,0.175,Adult,-0.01153846153846158,0.010897435897435859
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,1,80,0.8,1.0,1.11,0.1547619047619047,0.24,Adult,-0.08523809523809528,-0.1100000000000001
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,1,80,0.9,1.25,1.44,0.1428571428571429,0.28,Adult,-0.13714285714285712,-0.18999999999999995
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,1,100,0.8,1.25,1.125,0.140625,0.2125,Adult,-0.071875,0.125
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,1,100,0.9,1.390625,1.5,0.171875,0.175,Adult,-0.003124999999999989,-0.109375
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,1,120,0.8,1.0,0.95,0.1818181818181817,0.15,Adult,0.03181818181818172,0.050000000000000044
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,1,120,0.9,1.2954545454545454,1.25,0.159090909090909,0.2666666666666667,Adult,-0.10757575757575771,0.045454545454545414
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,2,30,0.8,0.9850746268656716,1.0333333333333334,0.1940298507462686,0.24,Adult,-0.045970149253731385,-0.04825870646766184
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,2,40,0.8,0.9838709677419356,1.3285714285714283,0.2096774193548387,0.2357142857142857,Adult,-0.02603686635944702,-0.3447004608294927
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,2,40,0.9,1.2661290322580645,1.5857142857142856,0.1854838709677418,0.2357142857142857,Adult,-0.05023041474654391,-0.31958525345622113
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,2,60,0.8,1.0,1.075,0.2115384615384615,0.1999999999999999,Adult,0.011538461538461608,-0.07499999999999996
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,2,60,0.9,1.2788461538461535,1.2833333333333334,0.2211538461538461,0.2583333333333333,Adult,-0.037179487179487214,-0.004487179487179915
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,2,80,0.8,0.988095238095238,1.0,0.2142857142857143,0.2299999999999999,Adult,-0.015714285714285597,-0.011904761904761973
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,2,100,0.8,1.28125,1.1,0.203125,0.2125,Adult,-0.009374999999999994,0.1812499999999999
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,2,100,0.9,1.390625,1.3,0.234375,0.2125,Adult,0.021875000000000006,0.09062499999999996
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,2,120,0.8,1.2727272727272727,1.0,0.1818181818181817,0.1999999999999999,Adult,-0.018181818181818188,0.2727272727272727
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,2,120,0.9,1.3863636363636365,1.1833333333333331,0.2045454545454545,0.2333333333333332,Adult,-0.028787878787878696,0.20303030303030334
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,3,30,0.8,1.2611940298507462,1.06,0.1567164179104477,0.2133333333333333,Adult,-0.056616915422885605,0.2011940298507462
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,3,40,0.8,1.2661290322580645,1.0,0.1612903225806451,0.2285714285714285,Adult,-0.06728110599078341,0.2661290322580645
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,3,40,0.9,1.879032258064516,1.1928571428571428,0.1774193548387096,0.2285714285714285,Adult,-0.051152073732718906,0.6861751152073732
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,3,60,0.8,1.2211538461538465,1.025,0.1346153846153845,0.175,Adult,-0.04038461538461549,0.19615384615384657
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,3,60,0.9,1.3942307692307692,1.525,0.1634615384615384,0.2333333333333332,Adult,-0.06987179487179479,-0.13076923076923075
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,3,80,0.8,1.2023809523809523,1.0,0.1071428571428571,0.2299999999999999,Adult,-0.1228571428571428,0.20238095238095233
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,3,80,0.9,1.2023809523809523,1.42,0.1071428571428571,0.26,Adult,-0.1528571428571429,-0.2176190476190476
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,3,100,0.8,0.984375,0.9,0.1875,0.1875,Adult,0.0,0.08437499999999998
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,3,100,0.9,1.21875,1.4375,0.140625,0.275,Adult,-0.13437500000000002,-0.21875
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,3,120,0.8,0.9772727272727272,0.9166666666666666,0.2272727272727273,0.1833333333333333,Adult,0.043939393939394,0.06060606060606055
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,3,120,0.9,1.2727272727272727,1.2333333333333334,0.159090909090909,0.15,Adult,0.00909090909090901,0.039393939393939315
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,4,30,0.8,1.917910447761194,1.14,0.1865671641791044,0.24,Adult,-0.053432835820895586,0.777910447761194
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,4,40,0.8,0.9919354838709676,0.9785714285714284,0.1935483870967742,0.1714285714285713,Adult,0.022119815668202897,0.013364055299539213
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,4,40,0.9,1.2741935483870968,1.2857142857142858,0.1854838709677418,0.1714285714285713,Adult,0.014055299539170507,-0.011520737327189057
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,4,60,0.8,1.0096153846153846,1.0,0.1634615384615384,0.2249999999999999,Adult,-0.061538461538461486,0.009615384615384581
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,4,60,0.9,1.2596153846153846,1.2666666666666666,0.1634615384615384,0.275,Adult,-0.11153846153846161,-0.007051282051282026
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,4,80,0.8,1.261904761904762,1.0,0.1428571428571429,0.2299999999999999,Adult,-0.087142857142857,0.2619047619047621
minimax_adult_schema_budgetgrid,real_adult_income_openml,adult_income_above_50k,4,80,0.9,1.261904761904762,1.23,0.1428571428571429,0.27,Adult,-0.1271428571428571,0.0319047619047621
